policy_id,policy_name,policy_type,policy_start_date,policy_duration_months,policy_budget_crore,country,state,population_million,urbanization_rate,gdp_growth_before,gdp_growth_after,inflation_rate_before,inflation_rate_after,unemployment_rate_before,unemployment_rate_after,poverty_rate_before,poverty_rate_after,health_index_before,health_index_after,education_index_before,education_index_after,overall_impact_score,policy_success_level
1604,0,4,58,43,8460.04,0,4,78.41,68.38,5.23,7.35,7.72,8.05,5.95,4.76,34.52,32.51,51.59,55.03,66.31,70.33,45.74,0
1605,2,3,786,48,6967.34,0,3,23.97,67.1,3.06,3.01,4.81,4.12,5.47,5.79,11.91,12.59,63.85,70.5,69.88,71.27,8.74,1
1606,4,0,150,22,6441.11,0,1,8.56,38.99,3.88,5.94,7.18,7.1,4.82,6.29,25.45,17.67,61.14,70.42,68.28,73.61,48.65,0
1607,8,2,17,55,24659.82,0,3,56.8,44.67,5.67,5.65,6.58,7.39,6.56,5.47,25.2,23.58,40.13,38.24,57.62,62.95,16.02,1
1608,7,2,354,43,32781.91,0,3,78.08,23.49,1.84,2.78,6.11,5.94,6.31,5.12,15.86,12.12,40.27,48.77,68.29,68.97,34.05,2
1609,5,3,528,43,7873.6,0,0,1.22,78.97,5.92,8.35,7.47,6.04,9.22,8.94,25.07,25.36,51.0,49.75,69.5,77.54,31.15,2
1610,3,3,879,28,5632.43,0,2,106.52,82.51,3.6,4.24,7.89,6.11,9.37,7.0,25.68,22.19,42.78,42.42,53.8,56.74,33.0,2
1611,7,2,722,14,38979.08,0,0,90.36,53.5,2.86,5.22,4.18,2.81,4.79,4.23,22.44,22.23,43.37,43.73,71.74,75.78,31.27,2
1612,2,3,743,42,33194.34,0,2,81.16,73.93,3.19,3.72,5.39,5.77,5.34,5.33,12.71,13.78,55.15,61.02,67.09,72.28,19.38,1
1613,7,2,1138,16,3538.58,0,4,49.99,67.1,3.64,4.51,5.94,5.22,8.24,6.54,26.49,24.85,42.3,47.31,66.22,67.07,33.61,2
1614,11,1,1286,51,14105.0,0,3,75.33,33.01,2.15,2.56,4.24,2.81,6.59,4.83,22.65,23.22,48.36,50.69,68.46,77.51,30.75,2
1615,0,4,570,35,25175.69,0,1,75.7,71.96,3.8,5.74,4.55,5.29,6.17,3.81,11.27,4.27,68.99,72.52,60.91,63.22,54.91,0
1616,7,2,1088,15,42656.06,0,2,31.43,89.0,2.44,3.67,7.19,6.58,7.17,4.87,29.01,26.29,62.48,71.79,61.04,65.25,49.43,0
1617,7,2,1166,43,48605.81,0,3,12.06,71.46,2.88,3.1,3.94,2.79,8.94,6.2,32.45,29.91,41.12,42.23,73.38,78.25,32.32,2
1618,10,1,298,42,19159.83,0,4,48.99,33.17,3.3,5.17,4.24,2.7,6.46,5.81,17.78,11.62,48.86,54.73,53.91,55.32,45.64,0
1619,9,4,208,42,17354.08,0,4,9.93,37.1,5.12,6.16,4.64,5.26,9.57,6.9,33.26,31.35,41.57,48.67,54.51,58.73,42.71,0
1620,0,4,213,44,10908.9,0,4,7.49,61.43,1.54,3.14,7.15,6.25,8.83,9.23,10.69,12.01,42.69,51.76,60.96,60.24,20.44,2
1621,8,2,504,36,49465.64,0,4,112.94,43.43,4.3,5.76,4.62,4.07,7.48,7.68,11.43,3.96,44.92,54.67,60.26,65.3,45.23,0
1622,3,3,1249,36,42447.71,0,1,6.14,67.15,2.07,3.61,7.76,6.4,9.73,7.41,19.82,21.11,62.92,64.02,62.06,68.4,34.48,2
1623,7,2,900,24,31380.32,0,1,62.72,75.19,4.21,4.17,4.77,5.15,7.68,7.98,18.28,18.85,47.11,58.43,46.56,50.01,19.43,1
1624,9,4,1153,59,34801.54,0,0,69.63,29.42,1.71,2.74,6.92,5.32,4.92,4.89,17.77,10.65,56.64,61.12,72.96,72.53,33.86,2
1625,4,0,705,36,7097.24,0,2,12.67,83.91,3.99,5.68,4.87,3.2,8.24,5.85,25.26,17.76,62.32,72.56,61.91,63.01,60.76,3
1626,3,3,1225,59,26472.19,0,2,9.02,60.22,1.84,4.25,6.83,7.04,4.49,3.43,25.14,17.88,54.65,54.5,49.88,58.2,51.68,0
1627,9,4,955,7,43162.05,0,4,111.9,73.85,5.8,5.81,3.55,2.86,7.11,8.48,20.45,20.35,65.86,75.13,49.03,58.32,21.96,2
1628,10,1,881,47,26793.34,0,2,1.05,35.97,3.69,3.92,6.44,6.67,6.48,5.29,17.59,10.7,49.88,48.62,65.83,66.22,25.57,2
1629,9,4,58,25,22322.39,0,3,70.09,60.62,2.36,4.85,4.84,4.38,6.78,6.21,30.52,30.63,65.76,71.93,47.17,47.81,33.81,2
1630,7,2,644,10,4640.15,0,0,4.91,27.69,3.37,3.93,5.83,5.21,7.2,4.53,25.92,24.01,42.48,52.35,69.58,74.6,40.42,0
1631,2,3,745,29,38458.78,0,1,99.89,56.77,4.55,5.48,3.68,2.32,6.14,5.93,20.13,14.79,69.47,74.54,52.49,57.02,30.45,2
1632,0,4,213,13,31915.5,0,4,52.44,41.77,3.44,3.03,5.37,3.41,7.83,5.96,16.92,14.86,45.25,49.86,56.65,66.59,30.23,2
1633,5,3,311,43,4870.39,0,2,38.93,25.32,2.32,1.87,6.66,6.72,9.25,7.78,22.92,18.76,45.68,49.43,64.41,72.83,31.29,2
1634,6,4,397,6,11377.05,0,4,94.55,30.59,3.95,4.03,7.23,8.12,7.44,4.9,23.27,20.23,66.57,69.59,73.56,83.26,35.42,2
1635,1,0,918,57,35605.75,0,0,87.59,63.87,5.72,6.69,4.25,2.88,8.13,8.21,27.25,25.29,51.89,63.84,70.57,79.6,37.8,2
1636,8,2,1262,34,12061.56,0,0,46.42,36.52,5.34,7.53,7.11,5.24,4.54,5.52,31.29,24.36,47.69,58.69,74.1,75.48,49.9,0
1637,5,3,738,55,35687.59,0,2,108.06,71.52,2.89,2.98,7.96,6.97,4.58,5.91,34.9,33.53,43.28,48.72,49.81,49.05,-0.5,1
1638,4,0,890,23,49693.47,0,0,52.84,49.94,3.73,3.32,3.5,3.99,4.6,1.89,10.75,3.96,46.39,50.56,70.17,71.48,34.86,2
1639,10,1,462,60,34264.11,0,2,2.16,80.63,5.07,5.99,7.35,7.33,8.11,5.32,17.2,13.99,60.21,66.43,52.52,56.87,41.34,0
1640,4,0,963,18,9844.13,0,4,111.63,57.44,3.38,3.02,3.43,4.16,5.89,5.54,23.69,22.33,64.51,74.79,46.16,55.34,29.29,2
1641,10,1,427,9,43556.1,0,2,4.93,88.55,2.88,3.47,4.9,6.03,6.41,3.59,14.74,8.69,41.21,40.05,48.39,52.46,38.14,2
1642,10,1,1156,29,1182.13,0,4,115.0,57.7,2.01,3.38,4.74,6.02,9.19,9.24,22.6,14.8,56.73,54.77,47.21,54.92,32.48,2
1643,4,0,502,60,44589.36,0,3,29.13,24.83,5.84,6.71,5.4,5.6,4.56,1.84,24.76,22.79,51.52,50.47,57.49,57.69,26.72,2
1644,8,2,286,45,24205.52,0,1,56.89,87.72,2.33,2.95,7.71,6.86,6.1,4.05,10.36,8.22,53.05,54.9,57.45,63.94,36.21,2
1645,8,2,4,30,39862.36,0,1,101.63,85.62,2.68,2.39,3.84,4.67,6.2,7.44,10.62,5.97,60.69,66.1,57.31,57.65,3.81,1
1646,3,3,601,35,47312.97,0,1,59.24,66.0,1.57,1.5,6.37,5.08,4.23,5.32,34.48,28.23,64.93,66.47,52.59,55.73,8.42,1
1647,7,2,348,45,44861.89,0,4,37.01,50.34,4.15,5.56,7.08,6.39,8.43,6.49,30.67,28.55,58.9,64.03,69.21,69.37,37.82,2
1648,0,4,835,21,39986.57,0,3,37.6,46.09,3.68,5.54,3.52,1.97,5.19,4.26,29.61,31.46,66.89,74.0,58.98,58.23,34.15,2
1649,1,0,464,26,44337.91,0,2,60.08,40.45,4.81,4.41,3.75,2.68,7.6,7.12,12.68,11.21,41.89,45.05,56.99,61.84,8.55,1
1650,6,4,8,27,10646.17,0,4,82.3,89.28,5.13,6.78,5.46,6.0,9.55,6.84,25.81,18.32,69.89,74.87,50.18,60.13,68.47,3
1651,0,4,1,52,16730.89,0,1,105.01,21.51,5.22,5.42,6.96,6.94,8.12,6.35,34.78,30.71,68.02,67.43,50.62,51.31,23.17,2
1652,11,1,1213,25,13078.71,0,2,96.73,51.39,2.2,2.77,4.56,3.55,6.12,6.31,16.86,14.99,44.65,55.84,58.23,61.36,33.93,2
1653,8,2,924,55,20005.94,0,0,94.72,74.81,4.78,5.04,7.49,8.11,4.58,5.87,28.9,30.7,47.57,54.74,62.31,70.76,12.16,1
1654,8,2,598,6,35242.48,0,3,107.37,25.37,2.14,3.81,6.19,5.96,4.79,4.4,11.31,13.15,45.64,52.04,55.27,64.63,36.26,2
1655,7,2,51,26,22447.43,0,0,81.38,46.38,3.98,4.21,4.85,5.19,7.58,4.6,16.44,14.5,50.15,56.86,60.87,66.37,37.88,2
1656,7,2,743,58,36238.2,0,1,108.8,22.87,1.64,3.91,6.11,5.04,4.64,2.39,18.4,17.85,42.75,44.75,56.72,60.24,40.89,0
1657,0,4,14,41,7276.61,0,1,31.74,73.81,5.12,4.97,4.53,3.66,9.26,7.48,21.14,21.42,60.56,72.44,54.0,59.11,26.03,2
1658,5,3,90,48,2993.27,0,2,61.21,59.1,3.25,4.05,4.13,4.09,7.09,6.45,11.43,3.47,63.29,73.61,49.62,54.43,47.96,0
1659,0,4,1091,46,25220.63,0,1,106.28,29.28,2.06,3.34,3.72,3.96,8.05,8.2,26.97,28.01,62.93,61.06,47.96,56.64,17.88,1
1660,11,1,249,27,31682.68,0,1,72.37,56.74,5.83,6.7,5.13,3.32,4.03,4.1,25.14,17.4,53.11,56.88,72.88,72.93,34.37,2
1661,5,3,787,10,13724.38,0,0,44.82,89.59,2.74,2.27,7.0,5.76,7.31,4.82,11.13,9.67,47.8,47.32,73.74,75.23,14.22,1
1662,0,4,925,49,2066.94,0,4,71.28,66.91,5.69,7.46,5.85,6.72,5.44,4.61,34.23,34.43,54.31,59.21,55.07,54.68,26.24,2
1663,11,1,57,46,14976.19,0,0,110.4,74.93,2.42,2.76,4.78,5.0,5.12,3.89,32.29,31.18,67.57,77.78,68.56,76.33,34.79,2
1664,2,3,680,18,8024.62,0,4,84.09,76.55,5.14,4.79,5.58,6.91,4.02,5.16,19.88,19.19,66.2,74.91,70.26,80.05,21.85,2
1665,10,1,1047,50,3629.35,0,0,80.44,51.88,3.19,4.01,5.28,6.36,6.58,7.39,15.28,13.48,55.24,53.27,59.67,62.93,11.91,1
1666,3,3,399,57,3997.65,0,2,33.29,56.09,5.92,7.54,7.55,8.55,4.47,3.33,11.01,6.29,52.66,60.21,60.83,70.3,54.04,0
1667,8,2,712,41,4792.75,0,4,51.51,42.11,3.13,5.6,7.15,6.5,9.21,10.26,12.41,9.45,43.43,54.74,51.19,53.5,47.35,0
1668,4,0,1034,22,43457.68,0,2,12.42,86.21,2.25,3.9,7.9,9.24,8.77,6.96,30.06,30.31,68.35,77.53,51.47,60.47,48.35,0
1669,11,1,580,48,49660.84,0,1,49.98,40.46,3.2,4.31,3.25,1.59,5.97,5.61,22.99,20.48,52.61,59.76,47.29,55.82,42.76,0
1670,8,2,458,14,26532.15,0,4,116.81,65.15,1.74,2.02,5.27,5.09,9.76,10.0,21.51,21.96,65.99,77.68,65.41,70.19,26.82,2
1671,9,4,1094,52,35692.61,0,2,91.61,59.57,4.52,5.46,4.14,3.02,8.51,6.53,23.59,20.99,56.86,56.18,68.46,74.05,31.68,2
1672,4,0,456,19,13863.21,0,2,118.92,69.28,2.76,5.05,4.09,4.42,4.16,5.4,23.48,24.81,47.98,47.63,65.9,69.82,13.43,1
1673,11,1,678,26,28487.75,0,0,42.71,73.13,4.24,4.64,4.18,2.6,7.15,7.2,18.14,14.7,49.7,54.24,67.0,75.83,23.3,2
1674,0,4,424,29,43293.11,0,4,70.21,60.34,4.58,4.17,5.87,4.1,5.75,4.06,12.43,14.4,45.19,56.19,46.88,49.77,20.5,2
1675,4,0,281,6,8933.85,0,0,26.53,43.23,1.56,1.84,7.17,8.01,8.43,9.19,17.42,13.91,48.43,51.25,74.23,73.7,8.07,1
1676,10,1,827,58,43843.21,0,3,82.91,69.8,2.46,3.19,5.83,7.25,5.3,2.86,21.62,23.09,43.06,41.92,59.2,67.81,29.5,2
1677,10,1,672,27,19540.94,0,0,27.26,87.94,4.16,5.46,7.51,8.15,7.65,4.83,14.83,9.99,55.55,57.68,50.6,52.49,46.91,0
1678,10,1,13,21,20981.56,0,3,112.53,47.71,2.6,3.47,7.65,7.92,6.93,5.01,20.71,21.94,60.08,64.37,62.71,63.71,28.08,2
1679,2,3,886,53,7022.97,0,2,111.21,89.48,3.47,3.15,6.58,6.06,5.0,2.22,21.93,14.3,55.6,63.28,67.31,70.12,40.86,0
1680,4,0,740,7,915.81,0,2,54.04,38.06,4.63,4.63,6.01,5.87,6.69,5.18,30.13,25.88,58.66,68.59,69.8,68.92,31.55,2
1681,0,4,106,19,5784.54,0,4,65.69,40.44,3.1,3.06,6.2,7.37,5.4,5.59,11.34,5.71,58.66,61.9,72.26,80.62,20.55,2
1682,6,4,1191,17,19336.83,0,2,69.51,65.26,5.23,6.84,7.13,5.59,8.38,9.55,12.35,11.38,51.44,56.98,50.03,49.61,22.54,2
1683,5,3,867,51,28796.32,0,2,115.39,87.33,3.18,3.91,7.66,6.86,9.14,7.02,10.78,6.67,47.52,55.16,68.28,71.74,42.5,0
1684,9,4,347,36,9625.11,0,3,90.54,21.67,4.53,6.12,7.06,6.49,4.26,1.34,18.53,13.79,52.65,51.26,49.03,55.41,41.23,0
1685,8,2,660,52,34826.28,0,4,83.95,68.16,5.98,7.54,3.38,4.05,4.81,1.88,15.14,14.74,44.07,42.22,47.62,47.66,23.9,2
1686,5,3,814,32,9310.36,0,0,69.62,51.79,2.55,4.9,6.95,6.26,9.16,10.17,19.06,11.68,69.64,77.06,64.95,70.45,47.45,0
1687,3,3,1237,51,38231.38,0,1,67.89,46.98,3.88,4.35,7.82,6.37,6.72,6.0,32.41,30.81,48.96,49.42,58.23,59.22,10.21,1
1688,11,1,824,9,3810.04,0,3,56.41,78.98,4.43,6.72,6.29,5.08,4.04,4.46,12.63,7.77,46.19,53.17,45.76,49.33,46.93,0
1689,11,1,847,47,22686.28,0,1,90.54,56.48,5.77,6.51,4.45,2.52,4.66,3.26,29.4,27.97,40.03,50.21,46.89,47.8,32.25,2
1690,4,0,36,43,23835.51,0,0,108.9,65.78,4.34,6.52,7.38,7.97,9.18,9.27,18.61,13.06,56.79,55.08,61.66,70.43,39.29,2
1691,0,4,774,48,2818.75,0,0,70.52,70.25,1.75,3.29,6.08,7.56,6.53,7.45,26.17,26.62,49.9,58.22,56.34,63.34,32.69,2
1692,5,3,248,9,44958.97,0,3,53.66,37.38,5.47,7.01,4.85,4.38,8.22,8.33,33.81,32.05,51.72,54.65,48.18,49.54,24.68,2
1693,8,2,619,7,32110.05,0,4,70.34,82.15,5.28,7.77,5.85,5.42,7.67,6.83,20.84,14.43,42.79,50.12,53.92,57.38,61.29,3
1694,10,1,976,44,982.21,0,3,65.28,57.4,3.36,3.69,3.75,4.2,4.54,1.73,10.77,3.6,60.52,67.59,53.26,61.87,54.85,0
1695,10,1,150,30,49583.55,0,1,44.99,60.63,3.49,3.52,6.8,7.82,5.07,5.81,15.14,11.96,67.02,73.26,67.4,67.6,9.27,1
1696,9,4,728,24,18009.3,0,3,94.88,25.92,5.27,5.27,3.64,3.65,8.41,7.87,10.25,6.22,63.28,68.92,65.89,70.56,24.13,2
1697,4,0,866,49,27883.38,0,4,73.58,40.19,2.08,3.26,7.76,7.04,6.78,7.03,15.81,15.41,45.32,45.77,56.33,65.9,26.52,2
1698,10,1,1081,21,45666.41,0,1,89.46,29.18,5.52,7.41,3.36,4.03,4.48,3.16,28.53,22.24,44.44,54.21,71.26,79.65,63.2,3
1699,6,4,693,60,33783.03,0,4,10.5,36.0,3.05,3.88,4.7,4.37,5.16,2.9,32.13,29.83,43.97,55.05,61.2,60.59,37.05,2
1700,7,2,1078,16,34354.48,0,3,62.03,63.04,2.52,4.36,6.29,7.33,8.57,6.06,32.27,27.35,43.98,52.84,58.72,64.42,56.66,0
1701,1,0,615,36,37996.73,0,3,20.26,46.0,2.56,2.25,3.55,4.07,5.04,4.48,24.09,22.44,59.39,58.44,48.82,48.13,-0.97,1
1702,6,4,1222,31,13889.36,0,3,106.18,46.13,2.49,3.79,4.49,4.23,6.47,3.81,22.2,19.31,58.15,65.89,55.24,58.31,43.27,0
1703,11,1,354,12,47506.21,0,1,34.98,34.68,1.93,2.56,3.58,2.23,8.84,7.02,20.52,15.58,52.88,54.27,74.18,77.79,31.02,2
1704,7,2,677,20,35914.12,0,1,116.89,54.27,3.45,3.17,7.43,6.54,7.89,9.0,23.41,16.2,57.06,62.42,55.95,61.45,25.71,2
1705,10,1,232,60,3484.65,0,3,47.79,47.13,4.76,6.49,3.65,2.21,4.32,4.22,33.2,32.9,50.24,55.99,61.43,61.18,25.19,2
1706,1,0,1230,27,7705.85,0,0,107.79,55.63,4.26,5.66,3.81,2.27,9.82,10.27,19.2,19.73,60.43,59.48,60.22,60.03,13.18,1
1707,8,2,340,47,31141.52,0,4,27.5,41.09,3.07,5.29,7.4,6.39,8.71,5.99,13.6,15.59,55.56,61.5,72.85,76.96,49.45,0
1708,0,4,1101,21,29403.78,0,3,54.17,33.37,5.89,5.55,5.56,4.76,7.02,7.06,10.58,3.18,65.23,75.21,58.74,58.81,22.05,2
1709,0,4,279,31,35985.33,0,1,14.14,82.88,3.73,6.15,4.87,4.38,4.43,3.59,11.15,7.75,50.48,54.62,49.78,57.63,46.9,0
1710,1,0,273,20,11111.55,0,0,90.7,79.64,2.71,3.37,3.26,1.65,8.23,6.46,13.46,5.85,62.53,68.21,55.23,54.94,40.66,0
1711,0,4,982,38,27514.58,0,0,69.27,89.25,2.6,2.16,5.0,5.95,6.1,4.28,13.69,8.85,60.97,67.5,66.12,75.92,36.52,2
1712,5,3,1082,32,28004.58,0,3,102.48,64.12,2.47,2.86,6.77,5.27,5.96,5.87,25.14,22.24,43.53,54.86,49.73,55.87,32.57,2
1713,9,4,749,44,19904.92,0,1,16.07,21.13,5.82,6.58,6.79,7.55,7.79,8.99,26.57,26.18,67.27,68.89,63.24,65.15,10.19,1
1714,3,3,140,27,16480.65,0,2,35.01,23.29,4.51,6.94,3.48,2.6,4.11,4.5,30.17,23.67,53.48,54.77,72.26,80.89,49.49,0
1715,0,4,340,12,27844.48,0,3,102.33,87.84,4.44,6.61,7.41,6.83,9.62,10.96,30.62,28.91,68.16,70.5,68.14,67.85,20.81,2
1716,5,3,667,26,23166.28,0,4,29.25,25.41,2.48,4.47,5.7,4.96,4.09,1.87,24.73,22.8,50.86,53.47,49.08,58.94,49.31,0
1717,8,2,1089,12,9158.83,0,4,41.52,89.58,5.46,7.39,5.06,6.29,4.99,4.65,28.58,26.61,47.34,57.36,55.93,63.32,52.82,0
1718,5,3,183,56,3484.32,0,1,28.93,54.63,1.64,2.14,7.13,7.98,9.53,7.24,21.07,14.25,57.63,56.13,70.82,78.56,39.27,2
1719,1,0,60,23,42064.05,0,2,119.44,70.69,3.56,5.08,6.27,6.15,5.82,6.22,10.54,7.7,64.44,69.14,48.59,58.0,33.02,2
1720,3,3,592,24,27083.28,0,4,1.56,44.12,5.24,5.8,7.33,7.2,6.26,6.46,13.83,11.87,65.01,72.33,58.46,57.67,20.46,2
1721,11,1,647,8,36251.47,0,1,86.51,38.77,4.73,4.68,6.38,6.52,9.25,10.6,12.14,9.59,58.86,60.39,51.25,57.7,12.62,1
1722,8,2,1061,52,48734.55,0,4,118.29,45.61,5.27,5.04,7.06,6.55,8.4,8.97,17.66,17.87,53.02,53.76,56.52,64.36,0.55,1
1723,4,0,670,21,41772.51,0,4,55.26,83.62,1.95,4.01,3.28,2.31,8.64,8.36,23.56,16.28,55.14,61.46,60.54,61.36,51.29,0
1724,1,0,140,52,6491.45,0,2,49.93,59.92,3.85,4.86,7.57,8.57,4.54,4.5,20.4,21.99,69.53,73.69,46.0,52.49,20.68,2
1725,7,2,911,41,46376.85,0,0,17.68,56.46,3.86,4.77,6.59,5.86,8.9,7.3,11.8,3.83,65.3,74.87,73.6,74.64,51.91,0
1726,11,1,333,15,24296.25,0,4,56.03,49.09,2.34,3.62,5.03,4.07,9.38,8.94,10.8,11.56,45.31,57.08,53.27,59.91,36.51,2
1727,11,1,1182,11,20873.58,0,4,34.56,80.01,4.07,4.71,4.32,5.25,5.94,5.89,26.67,27.03,53.91,58.48,67.56,70.06,13.9,1
1728,7,2,865,7,21847.54,0,2,95.14,42.45,4.4,5.7,4.42,3.33,4.85,6.1,27.46,25.07,57.61,59.74,49.35,55.61,20.27,2
1729,2,3,257,22,14827.2,0,0,96.26,71.92,2.99,3.23,5.48,4.92,6.1,5.35,32.81,26.26,41.83,52.1,58.86,59.71,33.37,2
1730,1,0,810,33,25834.64,0,1,65.33,85.99,2.37,4.71,4.86,2.91,9.3,8.34,25.59,19.03,40.04,39.02,46.63,48.71,46.29,0
1731,4,0,944,37,39090.72,0,0,114.82,31.11,4.85,6.64,7.79,6.72,5.18,2.9,30.62,28.84,61.33,60.81,56.3,55.45,28.65,2
1732,8,2,1103,15,42399.18,0,0,97.26,79.57,2.65,2.2,3.27,4.1,6.33,4.32,20.96,22.09,69.54,78.36,56.64,58.4,16.21,1
1733,4,0,492,10,43753.58,0,3,22.97,75.47,2.83,3.28,4.55,3.98,8.52,9.82,17.45,17.7,40.34,42.29,69.4,73.07,1.33,1
1734,3,3,315,12,8088.29,0,3,115.97,51.5,2.57,3.52,6.99,6.75,8.06,7.86,27.03,19.98,57.35,66.06,68.9,75.14,42.78,0
1735,7,2,973,6,24607.71,0,3,108.32,49.22,2.82,5.11,6.48,7.19,8.35,7.99,12.09,13.08,60.18,60.78,48.81,47.97,26.14,2
1736,8,2,1029,27,48070.72,0,0,20.24,88.88,3.2,4.17,7.49,5.9,4.52,4.99,12.79,8.25,68.44,79.18,58.8,59.13,32.31,2
1737,1,0,422,11,40591.21,0,2,88.9,57.36,3.22,4.68,6.62,5.15,8.59,6.46,12.31,6.62,66.73,65.62,65.29,70.19,38.82,2
1738,7,2,683,43,14742.29,0,4,118.21,22.56,3.01,3.96,6.69,4.82,7.55,8.47,32.44,28.05,48.45,56.6,64.75,68.17,32.36,2
1739,5,3,1216,27,48680.12,0,4,117.29,79.99,5.83,6.91,7.67,6.12,6.79,6.68,17.62,13.05,56.5,67.85,46.37,55.03,49.97,0
1740,9,4,990,51,47080.99,0,3,32.76,80.06,5.87,7.56,4.7,4.1,8.46,8.86,15.93,12.04,66.59,78.54,64.45,68.63,47.99,0
1741,2,3,234,39,34688.76,0,4,84.67,67.0,4.12,5.0,7.08,5.09,7.7,7.09,19.37,18.56,44.05,54.58,49.9,51.74,31.34,2
1742,7,2,1277,10,37021.91,0,1,47.71,49.51,3.29,5.16,4.05,4.53,6.12,6.26,14.49,9.34,48.0,53.68,50.47,51.44,42.65,0
1743,11,1,930,14,32338.81,0,0,63.55,68.16,5.46,5.36,5.84,5.86,4.17,3.51,23.86,23.04,61.48,65.27,45.54,54.64,23.65,2
1744,10,1,563,30,624.3,0,2,116.42,30.79,4.07,4.53,4.53,5.81,5.28,4.0,19.37,14.12,53.15,53.77,53.02,52.22,18.57,1
1745,10,1,144,13,20413.84,0,4,59.91,50.18,4.72,5.73,8.0,7.38,6.77,8.15,28.14,26.59,46.84,54.59,55.52,61.81,29.6,2
1746,7,2,117,60,41554.63,0,1,21.85,69.82,2.79,4.11,3.16,4.45,9.8,7.87,31.19,25.42,45.07,47.04,48.46,47.55,35.43,2
1747,1,0,826,15,23211.45,0,2,115.01,78.01,2.65,3.21,3.57,3.02,5.26,3.3,27.6,29.0,61.43,62.29,70.38,73.37,20.37,2
1748,7,2,1000,17,47757.49,0,3,52.55,66.78,5.14,5.22,6.58,7.98,8.09,8.28,32.27,28.54,52.13,53.62,74.0,80.36,12.82,1
1749,11,1,969,13,13780.21,0,4,61.55,24.78,5.84,6.48,5.14,4.04,9.28,6.31,31.7,29.64,58.37,63.46,61.3,61.04,35.57,2
1750,2,3,911,23,22605.13,0,0,58.2,79.96,2.39,3.94,7.85,6.76,8.64,8.88,28.98,26.05,45.94,45.19,62.34,67.93,26.84,2
1751,1,0,488,7,1705.67,0,2,59.09,38.17,4.47,6.71,6.83,6.94,5.09,5.87,21.07,15.81,57.45,60.89,73.78,73.94,32.4,2
1752,11,1,1200,59,45104.47,0,0,119.01,77.13,1.58,2.94,6.43,7.32,4.33,1.92,31.51,32.6,60.44,68.38,50.9,53.24,38.59,2
1753,1,0,1103,14,48458.97,0,2,117.51,32.18,5.06,6.71,4.22,4.23,6.32,5.77,30.68,32.34,50.56,51.08,62.92,68.1,27.13,2
1754,4,0,141,11,1663.03,0,0,50.48,84.56,1.5,3.09,3.42,4.36,5.59,3.71,17.72,11.24,40.31,38.87,54.34,58.9,46.56,0
1755,2,3,140,26,36308.41,0,1,29.7,20.47,1.99,2.47,6.07,4.16,9.85,7.02,34.65,29.16,67.42,73.4,57.86,61.35,42.84,0
1756,9,4,229,9,9440.79,0,1,108.4,72.61,2.18,4.53,7.38,8.35,4.18,3.87,19.99,20.26,44.43,43.23,73.57,81.71,37.17,2
1757,8,2,1253,47,789.85,0,1,99.77,39.26,5.77,7.25,4.87,2.97,9.8,11.2,16.03,15.43,52.15,58.3,50.4,52.91,19.04,1
1758,3,3,398,29,15195.66,0,3,117.74,77.07,2.33,2.41,4.16,3.09,4.78,4.36,16.66,11.86,48.77,47.51,54.69,61.36,17.63,1
1759,8,2,628,18,37011.75,0,1,6.43,23.85,5.17,5.05,7.43,8.26,4.42,3.96,17.73,10.92,67.17,77.11,65.73,73.96,39.38,2
1760,8,2,12,26,47879.97,0,4,79.79,88.27,5.01,6.8,5.34,4.34,5.45,5.65,32.66,31.8,49.02,49.24,70.71,80.61,27.73,2
1761,3,3,1173,26,36265.84,0,2,84.69,40.8,3.16,3.67,6.31,4.87,9.24,10.33,20.06,15.39,57.97,64.21,60.13,63.18,26.21,2
1762,1,0,1019,47,36725.78,0,2,81.57,24.52,4.34,4.4,3.75,3.22,6.96,7.58,32.81,27.37,58.59,64.43,63.8,68.44,18.08,1
1763,8,2,650,12,34154.85,0,0,28.7,45.66,5.72,6.35,6.52,7.52,6.73,3.74,11.0,11.41,49.4,58.86,66.28,67.7,34.11,2
1764,11,1,67,7,48143.22,0,1,11.18,31.01,5.9,8.09,6.18,6.84,5.98,6.85,15.61,10.47,42.5,42.41,48.69,51.15,33.33,2
1765,11,1,217,39,19664.49,0,1,38.61,89.64,2.42,2.9,4.18,5.55,5.66,4.52,10.62,3.06,58.04,64.79,62.75,63.99,41.99,0
1766,8,2,1143,27,15656.2,0,0,24.26,55.57,2.23,2.17,6.32,4.94,5.71,3.28,12.68,8.76,62.3,62.58,49.91,54.44,23.65,2
1767,8,2,1199,10,18106.98,0,4,81.63,22.53,4.49,4.73,5.59,4.03,8.43,7.78,28.76,29.08,46.91,50.87,46.18,55.65,20.31,2
1768,1,0,1191,13,4581.34,0,2,82.05,74.66,5.21,7.45,6.74,7.25,8.69,8.48,17.73,19.01,65.61,72.64,48.52,57.11,38.04,2
1769,2,3,1145,46,40801.02,0,4,99.73,23.21,4.74,4.77,5.84,6.91,7.38,8.28,11.14,7.19,48.19,50.71,51.74,56.58,13.06,1
1770,2,3,167,55,3216.66,0,3,24.69,45.69,4.54,6.33,6.88,5.08,9.1,6.42,24.3,18.06,41.6,46.66,73.35,74.14,52.35,0
1771,4,0,1197,46,31789.36,0,1,107.45,39.81,1.53,1.97,7.6,5.89,8.5,8.29,28.51,24.42,57.45,58.63,72.32,78.8,24.3,2
